"item_number","item","estimate_mean","estimate_sd","min","max","estimateLikert_mean","estimateLikert_sd","minLikert","maxLikert","example_sentence","H_INDEX","VISUAL_COMPLEXITY","lgSUBTLEX","B: AoA mean","B: AoA SD","B: min","B: max","B: AoALikert mean","B: AoALikert SD","B: minLikert","B: maxLikert","S: AoALikert mean","S: AoALikert SD"
376,"bildhauer",8.181818181818182,2.0532679052936786,5,12,4.333333333333333,0.9895285072531598,3,6,"Der Bildhauer fertigt eine Statue an.",1.73212474,3.83,1.255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
377,"laetzchen",3.193548387096774,1.4004607536738205,1,7,1.8387096774193548,0.7347005827114602,1,4,"Das Kleinkind trägt ein Lätzchen beim Essen.",1.22487796,2.97,1.114,NA,NA,NA,NA,NA,NA,NA,NA,1.8,0.6958523739384594
378,"hummer",6.787878787878788,2.1029380601550023,3,12,3.5454545454545454,1.0923286218816286,2,6,"Der Hummer wird meist lebendig gekocht.",1.332151407,3.16,2.265,8,2.95,3,16,4.13,1.36,2,7,NA,NA
379,"zebra",4.65625,1.4052751997729036,1,8,2.5625,0.6189220598177385,1,4,"Das Zebra ist ein Steppentier.",0,3.06,1.633,3.65,1.27,2,6,1.95,0.69,1,3,2.5,0.6069769786668839
380,"gorilla",5.147058823529412,1.7256066643564232,2,9,2.7941176470588234,0.8449282474361406,1,5,"Der Gorilla ist ein großer Menschenaffe.",1.096341,3.56,2.083,5.56,1.03,4,7,3,0.63,2,4,NA,NA
381,"erdbeere",3.757575757575758,1.3469944095629869,1,6,2.0606060606060606,0.6585682358056159,1,3,"Erdbeeren kann man ab dem Frühsommer ernten.",0,2.45,1.322,3.47,1.47,1,6,1.95,0.78,1,3,1.8,0.523148363780597
382,"geldbeutel",4.75,1.4368424162141993,2,8,2.59375,0.7975516971817058,1,4,"Ronja sucht in ihrem Geldbeutel nach Münzen.",1.800272962,2.26,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
383,"muenze",4.529411764705882,1.4819171472698969,2,8,2.5294117647058822,0.7876045045674722,1,4,"Ronja sucht in ihrem Geldbeutel nach Münzen.",0.197453004,2.45,2.418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
384,"backofen",4.09375,1.1175830776653122,2,7,2.34375,0.60157722803504,1,4,"Der Kuchen ist im Backofen.",1.75667265,2.81,1.079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
385,"schatztruhe",4.705882352941177,1.360245338047201,2,7,2.676470588235294,0.7269941534212875,1,4,"Die Piratin findet eine Schatztruhe.",1.84947699,2.77,1.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
386,"bombe",6.151515151515151,1.8728523053288952,3,10,3.272727272727273,0.9444815797809158,2,5,"Die Bombe explodiert.",0.284545683,2.13,3.168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
387,"tacker",6.0606060606060606,1.4128737102841573,4,9,3.272727272727273,0.8012773892638271,2,5,"Der Tacker steht auf dem Schreibtisch.",0.340254161,2.49,1.38,7,2.78,2,12,3.76,1.48,1,6,5.578947368421052,1.7421503147829256
388,"tasche",3.7761194029850746,1.3350847836247348,1,6,2.1343283582089554,0.7364024424280043,1,3,"Ronja hängt sich ihre Tasche um.",0.944320214,2.56,3.247,2.95,1.15,1,5,1.65,0.67,1,3,NA,NA
389,"antenne",5.84375,1.851056803645577,3,10,3.21875,0.9064064103067461,2,5,"Die Antenne empfängt Signale.",0.597010482,2.92,2.041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
390,"schnee",3.1911764705882355,1.2125876234370572,1,6,1.8235294117647058,0.6898231759280128,1,3,"Der Schnee fällt in dicken Flocken.",1.934651242,1.51,2.782,3.12,1.11,1,5,1.82,0.64,1,3,NA,NA
391,"kette",4.666666666666667,1.848422751068236,2,10,2.696969696969697,0.8833476270999036,1,5,"Der Anker hängt an einer schweren Kette.",0.246022578,2.26,2.69,3.86,1.66,1,8,2.07,0.73,1,4,NA,NA
392,"teekanne",5.03125,1.5551034609290626,2,9,2.78125,0.8321900759926455,1,5,"Ronja schenkt sich Tee aus der Teekanne in ihre Tasse ein.",1.21445979,1.92,1.623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
393,"turban",8.264705882352942,2.7777124175317005,3,13,4.382352941176471,1.3929412065809121,2,7,"Der Sultan trägt einen Turban.",1.89045938,3.35,1.58,7.75,3.23,4,14,4.17,1.55,2,7,NA,NA
394,"luchs",6.4411764705882355,2.106140754319461,3,10,3.4705882352941178,0.9609116289468436,2,5,"Der Luchs ist ein Raubtier.",1.493539414,3.68,1.544,NA,NA,NA,NA,NA,NA,NA,NA,4.1,1.5183093090324966
395,"bettdecke",4.029411764705882,1.7142061351531768,1,8,2.264705882352941,0.8637067238437097,1,4,"Ronja bezieht ihre Bettdecke.",3.192259861,2.46,1.491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
396,"bankautomat",7.181818181818182,2.0225995873897262,3,12,3.787878787878788,1.0234004518508308,2,6,"Ronja hebt Geld vom Bankautomaten ab.",1.90200904,3.04,0.301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
397,"feige",8.352941176470589,3.23693039160117,2,16,4.294117647058823,1.5478119799037897,1,7,"Ronja isst eine süße Feige.",1.772814352,2.24,2.412,NA,NA,NA,NA,NA,NA,NA,NA,5.3,1.4179302929937974
398,"lenkrad",4.865671641791045,1.6412811181297011,1,9,2.7313432835820897,0.8630827333537019,1,5,"Die Taxifahrerin hat die Hände am Lenkrad.",0.144899618,2.03,2.013,4.96,2.01,2,9,2.64,1.11,1,5,NA,NA
399,"ballerina",5.617647058823529,1.9229823094783907,2,9,3.0294117647058822,0.999554267862857,1,5,"Die Ballerina trägt ein Tutu.",1.617214276,2.96,1.643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,"ente",3.121212121212121,1.2687980473063807,1,6,1.8181818181818181,0.7269175268963398,1,3,"Die Ente dümpelt auf dem Wasser.",0.731178427,3.64,2.427,3,1.41,1,7,1.68,0.75,1,4,1.8,0.6155870112510926
402,"tafel",4.65625,1.334634781503914,2,7,2.59375,0.6652370423996586,1,4,"Der Lehrer schreibt an die Tafel.",0.583206835,2.43,2.386,5.06,0.83,4,6,2.71,0.47,2,3,NA,NA
404,"libelle",4.75,1.6064386578049976,2,8,2.65625,0.7873751821205408,1,4,"Die Libelle schwirrt über den See.",0.244141642,3.67,1.079,6.26,3.05,2,16,3.22,1.38,1,7,3.85,1.565247584249853
405,"anker",5.424242424242424,1.601372517371876,3,9,2.909090909090909,0.8790490729915326,2,5,"Der Anker hängt an einer schweren Kette.",0,2.08,2.057,4.94,1.51,3,8,2.67,0.69,2,4,NA,NA
406,"hahn",3.764705882352941,1.4154734410749612,1,6,2.1176470588235294,0.6859943405700354,1,3,"Der Hahn kräht in der Früh.",0.194391858,3.57,2.378,3.21,1.27,1,5,1.84,0.76,1,3,NA,NA
407,"berg",3.28125,0.9913944236406651,2,5,1.875,0.6090712125322324,1,3,"Ronja besteigt einen Berg.",0.342978951,3.16,2.911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,"finger",3.121212121212121,1.0827504259285632,1,5,1.7878787878787878,0.5998737240857319,1,3,"Eine Hand hat typischerweise fünf Finger.",0.992476004,2.67,3.33,2.77,1.18,1,6,1.58,0.58,1,3,NA,NA
409,"korken",6.852941176470588,1.9868103406637159,3,10,3.6470588235294117,0.9497161598676341,2,5,"In der Flasche steckt ein Korken.",0.156491063,3.74,1.699,5.79,3.05,2,12,3.11,1.49,1,6,NA,NA
410,"pistazie",6.59375,2.2555934059362794,3,12,3.5,1.0776318121606494,2,6,"Aufgrund ihrer Form werden Pistazien auch als “lachende Nuss” bezeichnet.",1.512449196,2.8,0.845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
411,"faust",4.378787878787879,1.5368814729850386,1,8,2.4545454545454546,0.8073092664823387,1,4,"Der Boxer hebt die Fäuste.",0,2.55,2.517,4.57,1.47,1,8,2.52,0.67,1,4,NA,NA
412,"fabrik",6.242424242424242,1.7858874374926152,2,10,3.3636363636363638,0.8950622121597825,1,5,"Die Fabrik stellt Autos her.",0.809094755,3.22,2.745,6.43,2.14,3,10,3.43,0.94,2,5,NA,NA
413,"tattoo",6.757575757575758,2.092102755457757,3,12,3.606060606060606,1.0588730430094635,2,6,"Ronja lässt sich ein Tattoo stechen.",0.51659875,2.54,2.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
414,"lampe",3.4545454545454546,1.0923286218816286,2,6,1.9090909090909092,0.5789881455844089,1,3,"Ronja macht die Lampe auf ihrem Nachttisch aus.",0.758753664,1.93,2.549,2.71,1.45,0,5,1.71,0.69,1,3,NA,NA
415,"wahlurne",10.363636363636363,2.3955451078275196,5,14,5.424242424242424,1.1997474481714638,3,7,"Ronja wirft ihren Zettel in die Wahlurne.",2.491207424,2.5,0.778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
416,"socke",3.4545454545454546,1.1205720941473682,1,6,2.0606060606060606,0.6092717958449424,1,3,"Die Socke hat ein Loch.",0.290715865,2.45,1.869,2.86,1.29,1,5,1.71,0.83,1,3,2.1,1.3337718577107005
417,"posaune",7.21875,2.181067732009463,3,13,3.84375,1.1670026397957816,2,7,"Die Posaune ist ein großes Blasinstrument.",1.540141704,2.04,1.491,NA,NA,NA,NA,NA,NA,NA,NA,4.1,1.209610637658599
418,"vorhang",4.617647058823529,1.8588805018458294,1,8,2.588235294117647,0.9249945801257605,1,4,"Ronja zieht den Vorhang in ihrem Schlafzimmer zu.",0.908741706,2.27,2.223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
419,"elfe",5.696969696969697,2.311450417011585,1,11,3.0606060606060606,1.2231974988578587,1,6,"Die Elfe ist ein Naturgeist, der gerne Blumen bewohnt.",1.948247571,2.88,1.69,6.67,3.91,2,14,3.56,1.92,1,7,NA,NA
420,"thron",5.015625,1.3971875094302613,2,8,2.765625,0.7504958678227667,1,4,"Die Königin sitzt auf dem Thron.",0.242292189,2.63,2.299,5.79,2.36,3,11,3.07,1.27,2,6,NA,NA
421,"tintenfisch",5.538461538461538,1.6400926334063715,2,9,3.0307692307692307,0.8285761652005575,1,5,"Der Tintenfisch schwimmt im Ozean.",2.094987461,2.91,1.875,5.79,2.62,3,13,3.21,1.4,2,7,NA,NA
422,"axt",5.0625,1.293594641599212,3,8,2.71875,0.6831792378049423,2,4,"Der Holzfäller nimmt seine Axt mit in den Wald.",0.676197461,1.73,2.248,NA,NA,NA,NA,NA,NA,NA,NA,3.2,1.0563093645728083
423,"ei",3.33,1.2637526289075356,1,6,1.88,0.6857864319910612,1,3,"Das Huhn legt ein Ei.",0.493353017,2.48,2.787,2.65,0.94,1,5,1.58,0.58,1,3,NA,NA
424,"parkhaus",6.03030303030303,1.5306217789849426,4,9,3.242424242424242,0.867118180753892,2,5,"Das Auto steht im Parkhaus.",1.659535919,3.51,1.833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
425,"dudelsack",7.352941176470588,1.96765285403973,4,12,3.8823529411764706,1.0079894745227567,2,6,"Der Dudelsack ist ein schottisches Instrument.",0,2.9,1.146,NA,NA,NA,NA,NA,NA,NA,NA,4.4,1.313893370663573
426,"kamm",4.09375,1.1175830776653122,2,7,2.34375,0.6530017536902797,1,4,"Ronja kämmt sich mit dem Kamm ihre Haare.",0,1.8,1.991,4.11,1.97,1,8,2.32,1.06,1,4,NA,NA
427,"blinder",6.205882352941177,2.071149757760912,3,10,3.323529411764706,0.9445405564321195,2,5,"Der Blinde geht mit einem Blindenstock die Straße entlang.",1.68235129,3.86,2.394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
428,"krebs",4.75,1.1639753904947558,3,7,2.625,0.6090712125322324,2,4,"Der Krebs hat zwei starke Scheren.",1.086377958,2.85,2.826,NA,NA,NA,NA,NA,NA,NA,NA,3.1,1.119210247874531
429,"paddel",5.419354838709677,1.1768373874750666,3,9,2.967741935483871,0.6574633560253598,2,5,"Zum Kanufahren braucht man Paddel.",1.423282581,1.76,1.342,6,2.92,2,13,3.25,1.48,1,7,NA,NA
430,"vogel",3.40625,1.2144127745938669,1,6,1.96875,0.594836654184399,1,3,"Der Vogel zwitschert im Baum.",1.061386026,3.4,3,3.14,1.56,1,7,1.93,0.83,1,4,NA,NA
432,"ritter",4.121212121212121,1.2185435916898848,2,7,2.303030303030303,0.6839612783652524,1,4,"Der Ritter kämpft mit einem Schwert.",2.347869894,3.56,2.786,4.05,1.51,2,8,2.26,0.73,1,4,NA,NA
433,"klingel",4.264705882352941,1.136417111041267,2,6,2.3823529411764706,0.5512908203729234,1,3,"Ronja drückt vor der Tür auf die Klingel.",0.510093082,2.36,2.053,3.82,1.3,2,7,2.09,0.75,1,4,NA,NA
434,"lehrer",4.815384615384615,1.1024448355290233,2,7,2.6923076923076925,0.584248366575512,1,4,"Der Lehrer schreibt an die Tafel.",0.537648688,3.26,3.129,4.56,1.29,1,6,2.44,0.62,1,3,2.9,0.7181848464596083
435,"glocke",4.65625,1.382129609719912,2,8,2.53125,0.6712710620231424,1,4,"Die Kuh trägt eine Glocke um den Hals.",2.140134872,1.97,2.531,4,1.36,1,7,2.14,0.66,1,4,NA,NA
436,"maedchen",3.0303030303030303,1.1854547778397244,1,5,1.696969696969697,0.6366341416410451,1,3,"Das Mädchen wächst zu einer Frau heran.",0.709512886,2.77,4.078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
437,"kanone",5.5,1.5811388300841898,3,8,3.0294117647058822,0.7171194109451837,2,4,"Die Kanone steht an der Festungsmauer.",0.293968111,2.99,2.515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
438,"daumen",3.303030303030303,1.131504763712036,1,6,1.9090909090909092,0.6306562238868912,1,3,"Der Daumen ist ein wichtiger Finger für den Pinzettengriff.",0,2.18,2.507,2.55,1.23,1,5,1.55,0.69,1,3,NA,NA
439,"vulkan",5.470588235294118,1.8296430206156884,1,8,2.911764705882353,0.9331486957680148,1,4,"Der Vulkan spuckt Lava.",0.561028486,3.4,1.869,5.88,2.85,3,15,3.13,1.33,2,7,NA,NA
440,"statue",6.424242424242424,1.904440584369578,2,10,3.484848484848485,1.0344446614371199,1,5,"Im Park steht eine Statue.",1.531925514,3.32,2.365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
441,"wurst",3.323529411764706,1.2961618921353482,1,6,1.9411764705882353,0.7361314305651904,1,3,"An der Fleischertheke hängt eine Wurst.",0.714975717,2.64,2.107,3.05,1.31,1,5,1.84,0.76,1,3,NA,NA
442,"ananas",4.363636363636363,1.764549903980152,2,8,2.4242424242424243,0.867118180753892,1,4,"Die Ananas ist die wichtigste Zutat für das Toast Hawaii.",0,2.77,1.792,NA,NA,NA,NA,NA,NA,NA,NA,4.1,1.832455930395628
443,"lehrerin",4.818181818181818,1.2858495599832396,2,7,2.6363636363636362,0.6527912098338668,1,4,"Die Lehrerin schreibt an die Tafel.",0.693784198,2.98,2.632,4.89,0.96,3,6,2.61,0.5,2,3,NA,NA
444,"spion",7.092307692307692,2.3299884450027117,3,15,3.723076923076923,1.1925247941302457,2,7,"Ronja guckt durch den Spion an der Tür.",1.64435982,2.77,2.612,7.6,2.64,3,12,3.93,1.22,2,6,NA,NA
445,"nest",3.878787878787879,1.3171364716112317,2,7,2.1818181818181817,0.6825753371673275,1,4,"Der Vogel baut ein Nest.",0.815256077,3.02,2.336,4.59,2.42,2,12,2.48,1.25,1,6,NA,NA
446,"schwein",3.212121212121212,1.2185435916898848,1,6,1.7878787878787878,0.6498834394323992,1,3,"Das Schwein grunzt glücklich.",0.561028486,2.98,3.198,2.81,1.17,1,6,1.63,0.62,1,3,1.8,0.523148363780597
447,"stern",3.28125,1.1704527659924406,1,6,1.875,0.6090712125322324,1,3,"Gezeichnete Sterne haben oft fünf Zacken.",0,1.43,2.734,3.29,1.3,2,6,1.88,0.68,1,3,NA,NA
448,"glas",3.235294117647059,1.2805970087237546,1,5,1.8823529411764706,0.7288307731566899,1,3,"Ronja isst Marmelade aus dem Glas.",0.823811633,1.99,3.114,3.29,1.2,2,5,1.86,0.77,1,3,NA,NA
449,"bank",4.235294117647059,1.6888013236829962,1,8,2.411764705882353,0.8916327229616304,1,4,"Im Park steht eine Bank.",0.436469817,2.04,3.164,4.3,2.32,2,10,2.35,1.18,1,5,1.85,0.6708203932499368
450,"magier",5.424242424242424,1.768302558781709,3,9,2.9393939393939394,0.8992842271563097,2,5,"Der Magier zeigt einen Zaubertrick.",3.082309137,3.35,2.248,7.38,3.32,3,15,3.88,1.57,2,7,NA,NA
451,"koenig",3.5454545454545454,1.201325026036592,2,6,1.9696969696969697,0.6366341416410451,1,3,"Der König trägt eine Krone auf dem Kopf.",0.246022578,4.1,0.954,4.3,1.06,3,6,2.5,0.53,2,3,NA,NA
452,"uhr",3.875,1.128801819801464,1,6,2.125,0.5535807194106618,1,3,"Ronja schaut auf die Uhr an ihrem Handgelenk.",0.934068055,2.38,3.836,3.21,1.03,1,5,1.89,0.57,1,3,NA,NA
453,"schere",3.8484848484848486,1.1489454980875975,1,6,2.212121212121212,0.5452966943311548,1,3,"Ronja schneidet mit der Schere.",0,1.81,2.265,3.38,1.1,1,5,2.04,0.62,1,3,NA,NA
454,"huhn",3.757575757575758,1.1997474481714638,1,6,2.121212121212121,0.5998737240857319,1,3,"Das Huhn legt ein Ei.",1.288845279,3.22,2.637,3,1.25,1,5,1.79,0.71,1,3,1.6,0.5026246899500344
455,"fuss",3.0606060606060606,0.9333874443188751,1,5,1.7272727272727273,0.51676440913191235,1,3,"Ein Fuß hat typischerweise fünf Zehen.",0.930821719,1.7,3.224,2.93,1.64,1,8,1.71,0.83,1,4,NA,NA
456,"oel",5.303030303030303,1.7407765595569784,2,9,2.909090909090909,0.8790490729915326,1,5,"Ronja erhitzt Öl in der Pfanne.",1.688644963,2.9,2.286,6.63,2.77,3,12,3.58,1.43,2,6,NA,NA
457,"pyramide",5.294117647058823,1.5081478057277968,2,8,2.9411764705882355,0.8507100944999627,1,4,"In Ägypten stehen einige Pyramiden.",0.889964306,2.66,1.914,6.95,2.12,4,10,3.63,1.07,2,5,NA,NA
458,"schrank",3.911764705882353,1.3901067726375367,1,7,2.2058823529411766,0.7640978199745785,1,4,"Im Schrank kann man Kleidung aufbewahren.",0.244141642,2.1,2.76,3.56,1.08,1,6,2.04,0.54,1,3,1.95,0.5104177855340406
459,"mine",7.0606060606060606,2.3971258042105594,2,13,3.727272727272727,1.2060453783110545,1,7,"Der Bergmann arbeitet in einer Mine.",2.270657335,3.66,2.322,8.08,2.72,4,14,4.24,1.33,2,7,NA,NA
460,"decke",3.121212121212121,0.903244604661891,2,5,1.803030303030303,0.5607603895178532,1,3,"Auf dem Sofa liegt eine Decke.",1.551605263,2.64,2.781,3.12,1.58,1,7,1.71,0.85,1,4,NA,NA
461,"pistole",5.5,1.6922282244532987,2,9,2.911764705882353,0.8657680793384716,1,5,"Die Polizistin trägt eine Pistole.",0.938882625,2.34,2.998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
462,"fliege",4,1.1359236684941296,1,6,2.25,0.5679618342470648,1,3,"Die Fliege schwirrt durch die Luft.",0.482422091,3.65,2.771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
463,"rechteck",5.303030303030303,1.758636696507562,2,9,2.9393939393939394,0.9662878045448577,1,5,"Das Rechteck hat vier rechte Winkel.",1.781229928,1.12,1.114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
464,"radiergummi",4.818181818181818,1.184655684538377,3,7,2.696969696969697,0.58549383455595,2,4,"Der Radiergummi liegt in der Federmappe.",0.700369149,1.91,1.146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
465,"messer",3.9692307692307693,1.3106442925288546,2,7,2.1846153846153844,0.7047230770910056,1,4,"Ronja hat beim Wandern ein klappbares Messer dabei.",1.326090323,2.42,3.113,3.17,0.98,1,5,1.78,0.52,1,3,1.5,0.512989176042577
466,"richter",7.333333333333333,2.406588179698942,3,12,3.8484848484848486,1.2530266388133005,2,6,"Der Richter fällt ein Urteil.",0.197453004,3.58,2.952,6.43,1.4,5,10,3.36,0.63,3,5,4.5,1.538967528127731
467,"waescheklammer",5.393939393939394,1.6759212753623367,2,8,2.909090909090909,0.8427498280790526,1,4,"Eine Wäscheklammer befästigt Wäsche an der Leine.",0.799048521,2.07,0.699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
468,"bildschirm",6.0625,1.8826457018540896,3,11,3.25,0.9837387536759294,2,6,"Der Computer ist mit einem Bildschirm verbunden.",2.077491591,2.25,2.365,7.22,2.43,3,14,3.78,1.2,2,7,NA,NA
469,"hocker",4.393939393939394,1.579940543568688,1,8,2.393939393939394,0.7474704818333104,1,4,"Ronja sitzt auf einem Hocker.",1.279716281,2.06,1.69,3.82,1.85,1,8,2.12,0.86,1,4,3.05,1.431782106327635
470,"roller",5.545454545454546,2.450649264619851,2,12,3,1.2747548783981961,1,6,"Die Vespa ist ein bekannter Roller.",1.640821927,3.59,1.881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472,"quadrat",5.53125,1.6652884086160473,3,10,3.03125,0.8224422717264602,2,5,"Das Quadrat hat vier gleich lange Seiten.",1.663022346,1.11,1.699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
473,"arm",2.65625,0.9019468191174738,1,5,1.5625,0.564400909900732,1,3,"Ronja trainiert ihre Arme mit Hanteln.",0,2.22,3.322,2.54,1.52,1,7,1.5,0.85,1,4,NA,NA
474,"geldschein",5.264705882352941,1.6932812601647003,2,8,2.8823529411764706,0.8444006618414981,1,4,"Im Geldbeutel sind viele Geldscheine.",1.415252845,3.12,0.602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
475,"waggon",5.333333333333333,2.01038968030247,2,10,2.9696969696969697,1.0748502362203909,1,5,"Der Zug hat viele Waggons.",3.06159769,3.39,1.591,6.65,2.23,4,12,3.53,1.01,2,6,NA,NA
476,"schuerze",5.411764705882353,1.9558404697109122,2,10,2.911764705882353,0.9000891221470719,1,5,"Beim Backen trägt Ronja eine Schürze.",0.246022578,2.59,1.724,4.56,1.5,3,8,2.63,0.72,2,4,NA,NA
477,"avocado",9.970588235294118,3.0598603069485404,5,16,5.147058823529412,1.3513708627005947,3,7,"Guacamole wird aus Avocados gemacht.",0.362051252,2.42,0.903,12.38,4.75,5,20,5.62,1.61,3,7,5.888888888888889,1.567646752259349
478,"waschbecken",3.46875,1.190943648622196,2,6,1.9375,0.6690146823211658,1,3,"Im Bad steht ein Waschbecken.",0.141440543,2.77,1.813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
479,"kaenguru",4.303030303030303,1.4892290053255846,2,7,2.4242424242424243,0.7917663414126288,1,4,"Das Känguru kann weit springen.",0,2.87,1.477,5.89,3.07,1,12,3.11,1.49,1,6,3.6,1.391704747876919
480,"rose",4.515151515151516,1.3257359305592338,2,7,2.5757575757575757,0.7512615652314042,1,4,"Der Bräutigam trägt eine weiße Rose im Knopfloch.",0,2.73,3.06,3.6,1.3,2,6,2,0.65,1,3,NA,NA
481,"bordstein",5.529411764705882,2.0035618906223904,3,10,3.0588235294117645,1.0132807942097979,2,5,"Fußgänger laufen auf dem Bordstein.",2.255518671,2.88,1.322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
482,"boot",3.727272727272727,1.1530591721787111,1,6,2.121212121212121,0.5998737240857319,1,3,"Das Boot schippert auf dem See.",0.429585505,3.07,3.228,3.67,1.27,1,7,2.17,0.7,1,4,1.7,0.6569466853317865
483,"flur",4,1.2747548783981961,2,7,2.303030303030303,0.6839612783652524,1,4,"Ronja läuft den Flur entlang.",1.192784281,2.58,2.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
484,"eichhoernchen",3.967741935483871,1.25123594811269,2,8,2.225806451612903,0.6688137468361347,1,4,"Das Eichhörnchen sucht nach Nüssen.",0,3.17,2.316,NA,NA,NA,NA,NA,NA,NA,NA,2.6,0.680557047378721
485,"nagel",4.848484848484849,1.523179489612356,2,8,2.696969696969697,0.7699370300894939,1,4,"Ronja schlägt mit dem Hammer einen Nagel in die Wand.",0,1.56,2.236,3.68,1.49,2,8,2.11,0.74,1,4,NA,NA
487,"korb",4.393939393939394,1.487163411214454,1,8,2.4242424242424243,0.7454602308044043,1,4,"Rotkäppchen läuft mit einem gefüllten Korb zu ihrer Großmutter.",0.14257333,2.78,2.322,3.28,1.6,1,7,1.89,0.83,1,4,NA,NA
488,"sonne",2.8823529411764706,1.2736182264749782,1,5,1.6764705882352942,0.638207159076591,1,3,"Heute scheint die Sonne.",0,1.83,3.217,2.58,0.85,1,5,1.58,0.61,1,3,NA,NA
489,"pizza",4.484848484848484,1.5025231304628084,1,8,2.484848484848485,0.7953463129830662,1,4,"Traditionelle Pizza wird in einem Steinofen gebacken.",0.327444919,2.82,2.814,4.61,2.02,2,10,2.52,0.99,1,5,NA,NA
490,"griff",4.878787878787879,1.745665628019434,2,9,2.606060606060606,0.8638357026727486,1,5,"Ronja hält die Pfanne am Griff.",2.450911325,2.21,2.857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491,"teppich",4.0606060606060606,1.3448836831533504,1,7,2.242424242424242,0.6628679652796169,1,4,"Der Teppich liegt auf dem Boden.",0.290715865,2.36,2.531,3.47,2.06,1,10,2,1,1,5,NA,NA
492,"nonne",6.794117647058823,1.754291910416243,3,10,3.6176470588235294,0.9216160339761871,2,5,"Die Nonne lebt in einem Kloster.",1.276474022,3.09,2.196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
493,"stinktier",5.848484848484849,1.8048755518250441,2,10,3.1818181818181817,0.917010954628728,1,5,"Das Stinktier ist ein kleines schwarz-weißes Raubtier.",0.728943888,3.37,1.672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
494,"schnurrbart",5.545454545454546,1.8723466073838515,2,9,3.0606060606060606,0.9662878045448577,1,5,"Der Mann hat einen Schnurrbart.",1.902508575,2.9,2.104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
495,"hafen",4.625,1.5811388300841898,2,8,2.59375,0.7560241931612779,1,4,"Das Boot fährt in den Hafen ein.",1.159400968,4.16,2.591,5.16,2.13,2,10,2.72,1.1,1,5,NA,NA
496,"kreis",3.4270833333333335,1.2203950323922657,1,6,1.9895833333333333,0.6726975024664217,1,3,"Der Kreis ist rund.",0,1.05,2.722,3.35,1.58,1,6,1.88,0.78,1,3,NA,NA
497,"sarg",6.25,1.7597653802562394,4,10,3.34375,0.9019468191174738,2,5,"Der Tote liegt im Sarg.",0,2.08,2.494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
498,"tasse",3.4242424242424243,1.1997474481714638,1,6,1.9696969696969697,0.58549383455595,1,3,"Die Tasse steht auf dem Tisch.",0,1.67,2.671,3.24,1.3,1,7,1.88,0.7,1,4,NA,NA
499,"junge",2.727272727272727,1.0084867151060815,1,5,1.6363636363636365,0.6527912098338668,1,3,"Der Junge wächst zu einem Mann heran.",0.954215454,2.81,3.951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
500,"treppe",3.0952380952380953,0.9283055273312406,2,5,1.8412698412698412,0.601244655434611,1,3,"Ronja steigt die Treppe hinauf.",0.14372617,2.55,2.803,3.25,1,2,6,1.88,0.5,1,3,NA,NA
501,"schild",4.2727272727272725,1.5262848536709832,2,7,2.393939393939394,0.8992842271563097,1,4,"Der Ritter trägt Schwert und Schild.",1.084510786,2.68,2.747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
